Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,suhu
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2016,39.67940169
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2017,33.4973136
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2017,31.9786466
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2017,31.68190918
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2017,30.04131973
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2017,33.2105771
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2017,32.14139313
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2017,28.80718986
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2017,31.56642093
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2017,35.62420189
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2017,36.48590168
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2017,37.80593502
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2017,34.81847482
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2017,33.97993142
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2017,37.64819822
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2017,38.33157156
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2017,37.58459903
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2017,37.92963392
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2017,37.74201778
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2017,37.63804197
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2017,35.6579048
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2017,38.39311314
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2017,33.68078986
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2017,31.8401572
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2017,35.00523197
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2017,32.92444836
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2017,32.6492781
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2017,34.95382986
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2017,35.83730636
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2017,35.44040015
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2017,39.27054669
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2017,38.14555377
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2017,42.33935663
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2017,35.3733841
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2017,38.56320867
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2017,40.33385176
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2018,34.14019205
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2018,32.86834001
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2018,32.20079927
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2018,30.84763346
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2018,34.23289356
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2018,33.01971833
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2018,29.5923951
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2018,32.30862792
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2018,37.2359807
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2018,37.09612537
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2018,38.76294109
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2018,36.63292343
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2018,35.13029337
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2018,39.14187142
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2018,40.1977168
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2018,39.74171645
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2018,40.36649345
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2018,39.74166588
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2018,39.06365304
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2018,36.74914381
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2018,39.38169775
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2018,34.53927418
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2018,33.20842187
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2018,35.75839312
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2018,32.75541159
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2018,32.62979961
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2018,35.55735181
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2018,36.52545092
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2018,36.15729221
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2018,39.49940717
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2018,38.26161382
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2018,43.38478054
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2018,36.25132778
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2018,39.43481088
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2018,39.56461565
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2019,34.84876037
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2019,33.32424036
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2019,32.76268201
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2019,31.11140497
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2019,34.877766
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2019,33.37630796
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2019,29.97535168
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2019,33.01855508
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2019,37.98544195
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2019,37.94468014
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2019,39.58714301
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2019,37.4419654
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2019,35.67969236
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2019,39.35258658
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2019,40.62885302
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2019,40.08014482
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2019,39.86752585
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2019,39.90115558
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2019,39.69710187
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2019,37.0774464
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2019,39.98964971
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2019,35.67918318
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2019,33.86913652
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2019,36.42084421
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2019,33.06766046
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2019,32.8420009
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2019,36.37498633
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2019,37.53728739
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2019,37.04716572
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2019,39.24245263
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2019,39.21574992
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2019,43.67078993
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2019,36.85811542
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2019,40.1739834
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2019,39.6516368
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2020,33.9670571
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2020,32.47260613
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2020,32.25409834
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2020,30.72194739
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2020,33.7919236
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2020,32.95277524
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2020,29.3826381
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2020,32.03357998
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2020,35.97802256
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2020,37.02440458
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2020,38.18376474
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2020,35.18877043
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2020,34.4394192
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2020,37.83069762
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2020,38.42424444
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2020,37.89701809
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2020,39.23248881
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2020,37.62532117
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2020,37.92987964
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2020,36.39568858
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2020,38.34428515
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2020,33.68847886
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2020,31.87516922
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2020,35.11032882
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2020,32.81119046
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2020,32.73857816
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2020,34.6719824
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2020,35.50188203
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2020,35.38988691
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2020,39.30608855
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2020,38.54690521
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2020,42.66878928
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2020,35.77648705
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2020,38.78836885
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2020,39.91754837
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2021,33.87433519
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2021,32.25407948
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2021,31.76527391
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2021,30.41958403
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2021,33.54918806
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2021,32.47542013
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2021,28.93814157
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2021,31.4039603
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2021,35.08529652
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2021,36.22406889
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2021,37.23064361
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2021,34.23816969
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2021,33.40529023
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2021,36.77176002
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2021,37.56835699
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2021,37.09773368
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2021,38.01678997
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2021,37.24753793
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2021,37.13196517
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2021,35.60816793
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2021,37.52067837
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2021,33.04814578
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2021,31.44783883
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2021,34.6170016
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2021,32.34363309
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2021,31.94708679
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2021,34.3530671
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2021,35.33239423
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2021,35.10277309
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2021,38.80846958
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2021,37.37670117
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2021,41.23920383
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2021,34.89213974
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2021,37.80810641
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2021,39.36549655
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2022,33.18711989
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2022,31.4283434
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2022,31.33883618
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2022,29.60553069
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2022,32.79863854
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2022,31.75916569
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2022,27.6963585
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2022,30.62141156
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2022,33.68343949
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2022,35.3970619
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2022,36.47715945
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2022,32.82047344
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2022,32.9140371
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2022,35.68496688
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2022,36.01341001
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2022,35.49304066
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2022,35.98089677
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2022,36.20329887
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2022,36.20611852
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2022,34.47272889
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2022,36.85636721
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2022,31.98229784
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2022,30.14801128
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2022,33.66690077
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2022,31.35616664
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2022,31.53012788
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2022,33.34677078
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2022,34.21579937
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2022,33.70298076
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2022,38.52140626
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2022,35.96609121
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2022,40.46331311
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2022,34.02625839
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2022,37.21912711
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2022,39.0299766
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2023,34.33630885
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2023,33.00591247
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2023,32.58893193
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2023,30.86933693
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2023,34.251524
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2023,33.21367513
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2023,29.66536071
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2023,32.64832508
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2023,37.60903428
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2023,37.75294441
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2023,39.04362175
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2023,36.33212727
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2023,35.31566147
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2023,38.95838905
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2023,40.2370465
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2023,39.58976646
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2023,39.52671647
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2023,39.41938837
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2023,39.04409856
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2023,37.31029921
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2023,39.45704376
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2023,35.23851544
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2023,33.30895132
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2023,36.66189529
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2023,33.73395039
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2023,33.09815191
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2023,35.92652587
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2023,37.05580363
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2023,36.51587427
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2023,38.89204898
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2023,38.80118538
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2023,43.27328583
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2023,36.64465161
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2023,39.63840355
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2023,39.0844971
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2024,35.63642188
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2024,33.48236638
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2024,33.18030333
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2024,31.55749912
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2024,34.9578145
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2024,33.44207444
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2024,29.86450565
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2024,32.77335648
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2024,34.30470593
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2024,36.89505637
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2024,37.66777658
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2024,33.38217288
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2024,33.20005871
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2024,36.55598307
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2024,37.403341
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2024,36.16263748
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2024,37.0603509
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2024,36.43285805
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2024,36.64731737
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2024,34.77012888
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2024,38.21267783
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2024,31.9262857
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2024,30.69033505
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2024,34.33613404
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2024,32.79779108
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2024,32.58384254
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2024,33.4988834
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2024,34.45178925
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2024,34.84058745
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2024,40.61886183
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2024,39.44156377
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2024,41.08735274
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2024,33.69711329
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2024,38.4834444
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2024,39.74691472
PACITAN,3501,JAWA TIMUR,111.1790564,-8.1262132,2015,33.1748698
PONOROGO,3502,JAWA TIMUR,111.4993658,-7.9313201,2015,35.48473183
TRENGGALEK,3503,JAWA TIMUR,111.626213,-8.1618404,2015,33.10943245
TULUNGAGUNG,3504,JAWA TIMUR,111.887202,-8.1132546,2015,35.82845473
BLITAR,3505,JAWA TIMUR,112.2381297,-8.1301088,2015,35.21589969
KEDIRI,3506,JAWA TIMUR,112.0896361,-7.8288715,2015,36.27248611
MALANG,3507,JAWA TIMUR,112.6410119,-8.1267679,2015,33.26755234
LUMAJANG,3508,JAWA TIMUR,113.1375744,-8.1253011,2015,32.87018999
JEMBER,3509,JAWA TIMUR,113.6556953,-8.2359781,2015,33.22754916
BANYUWANGI,3510,JAWA TIMUR,114.2054164,-8.3648621,2015,33.39642643
BONDOWOSO,3511,JAWA TIMUR,113.9475506,-7.9440234,2015,33.92783459
SITUBONDO,3512,JAWA TIMUR,114.0524062,-7.8013776,2015,36.81106547
PROBOLINGGO,3513,JAWA TIMUR,113.3209628,-7.8666731,2015,34.34042511
PASURUAN,3514,JAWA TIMUR,112.8315586,-7.7431806,2015,36.00731677
SIDOARJO,3515,JAWA TIMUR,112.700281,-7.4516322,2015,38.56097439
MOJOKERTO,3516,JAWA TIMUR,112.485249,-7.5498676,2015,37.12167078
JOMBANG,3517,JAWA TIMUR,112.2651295,-7.5451022,2015,37.51572446
NGANJUK,3518,JAWA TIMUR,111.9384386,-7.5974226,2015,37.54529095
MADIUN,3519,JAWA TIMUR,111.645716,-7.6242225,2015,37.52715569
MAGETAN,3520,JAWA TIMUR,111.3579023,-7.6628811,2015,37.35486024
NGAWI,3521,JAWA TIMUR,111.34309,-7.4392385,2015,38.08478728
BOJONEGORO,3522,JAWA TIMUR,111.8098371,-7.2554328,2015,39.30392687
TUBAN,3523,JAWA TIMUR,111.8914861,-6.9531568,2015,40.52337081
LAMONGAN,3524,JAWA TIMUR,112.3007832,-7.1311986,2015,39.65388545
GRESIK,3525,JAWA TIMUR,112.5583349,-6.9279126,2015,38.61723613
BANGKALAN,3526,JAWA TIMUR,112.9301902,-7.0438667,2015,39.44749363
SAMPANG,3527,JAWA TIMUR,113.2560854,-7.052257,2015,40.9587923
PAMEKASAN,3528,JAWA TIMUR,113.5038892,-7.0652596,2015,41.27208548
SUMENEP,3529,JAWA TIMUR,114.4052473,-6.9665511,2015,38.66728107
KOTA KEDIRI,3571,JAWA TIMUR,112.0138383,-7.8263056,2015,39.48798763
KOTA MOJOKERTO,3576,JAWA TIMUR,112.4374359,-7.4713127,2015,40.7311157
KOTA BLITAR,3572,JAWA TIMUR,112.1669966,-8.0950246,2015,38.46543326
KOTA MALANG,3573,JAWA TIMUR,112.6363798,-7.9789636,2015,39.72465171
KOTA PROBOLINGGO,3574,JAWA TIMUR,113.2053221,-7.7750698,2015,39.45829339
KOTA PASURUAN,3575,JAWA TIMUR,112.9096941,-7.6499628,2015,38.70031945
KOTA MADIUN,3577,JAWA TIMUR,111.5281766,-7.627983,2015,41.08642875
KOTA SURABAYA,3578,JAWA TIMUR,112.7226723,-7.2753878,2015,42.87676378
KOTA BATU,3579,JAWA TIMUR,112.53112,-7.8331088,2015,31.01609702
PACITAN,3501,JAWA TIMUR,111.1790564,-8.1262132,2016,30.87325661
PONOROGO,3502,JAWA TIMUR,111.4993658,-7.9313201,2016,32.89884714
TRENGGALEK,3503,JAWA TIMUR,111.626213,-8.1618404,2016,31.36078859
TULUNGAGUNG,3504,JAWA TIMUR,111.887202,-8.1132546,2016,34.22421674
BLITAR,3505,JAWA TIMUR,112.2381297,-8.1301088,2016,33.20458727
KEDIRI,3506,JAWA TIMUR,112.0896361,-7.8288715,2016,34.6824532
MALANG,3507,JAWA TIMUR,112.6410119,-8.1267679,2016,31.17969869
