Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,suhu
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2018,34.62782048
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2018,34.3682084
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2018,34.01693564
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2018,32.60448283
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2018,30.70130581
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2018,35.05261295
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2018,36.22873068
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2019,35.07284085
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2019,35.29488949
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2019,34.38596406
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2019,32.81036602
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2019,31.09858249
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2019,35.93853667
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2019,36.5245068
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2020,34.89391752
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2020,34.44068564
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2020,33.98404683
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2020,32.29592806
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2020,30.22240818
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2020,35.27209524
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2020,35.30981119
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2021,34.19919092
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2021,34.29030841
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2021,34.2556108
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2021,32.51613681
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2021,30.60791754
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2021,35.09250874
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2021,36.18420999
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2022,34.09480868
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2022,33.72771366
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2022,33.6237802
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2022,32.4255912
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2022,30.11914616
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2022,34.65747812
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2022,35.6450144
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2023,34.29036597
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2023,33.56003005
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2023,33.77900325
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2023,32.14015292
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2023,30.73905903
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2023,34.35908617
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2023,35.35436429
KARIMUN,2102,KEPULAUAN RIAU,103.5309184,0.824807,2024,35.06354657
BINTAN,2101,KEPULAUAN RIAU,104.7032653,1.0118812,2024,33.75691236
NATUNA,2103,KEPULAUAN RIAU,108.2647987,3.7859152,2024,33.07788397
LINGGA,2104,KEPULAUAN RIAU,104.5270897,-0.224557,2024,33.31844647
KEPULAUAN ANAMBAS,2105,KEPULAUAN RIAU,106.0652299,3.0877656,2024,29.74013129
KOTA BATAM,2171,KEPULAUAN RIAU,104.0635615,0.9630167,2024,35.58660924
KOTA TANJUNGPINANG,2172,KEPULAUAN RIAU,104.4852267,0.9203163,2024,34.97717622
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2015,38.90465535
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2015,37.58723102
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2015,36.32390337
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2015,37.24962591
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2015,35.24013308
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2015,36.12197638
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2015,31.72657913
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2015,32.35657204
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2015,36.94146147
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2015,37.00177691
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2015,36.72725864
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2015,37.34030012
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2015,31.4230355
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2015,38.88954714
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2015,39.55275052
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2016,37.50643515
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2016,36.74619834
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2016,35.17694177
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2016,36.40678917
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2016,34.86166954
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2016,35.80157946
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2016,30.44483716
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2016,32.18994365
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2016,36.14451774
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2016,35.90150159
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2016,36.08648694
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2016,36.65649132
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2016,31.01471552
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2016,39.65469532
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2016,39.68694636
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2017,37.05990806
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2017,36.37910173
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2017,35.06795135
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2017,35.30115954
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2017,34.68298069
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2017,35.69220472
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2017,30.33087037
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2017,31.43553856
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2017,36.21052305
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2017,35.52861818
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2017,35.20230179
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2017,36.10544438
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2017,30.27016989
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2017,39.21560442
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2017,39.44564581
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2018,37.93823761
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2018,37.03302534
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2018,35.34201312
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2018,36.27491641
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2018,34.74274919
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2018,35.62533477
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2018,30.36729071
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2018,31.67537463
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2018,36.35927044
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2018,36.27458269
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2018,35.71456414
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2018,36.874567
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2018,30.46940659
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2018,38.58677436
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2018,39.67632064
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2019,39.71087326
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2019,38.56388353
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2019,36.33263843
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2019,37.2856808
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2019,36.26466853
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2019,36.80815251
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2019,31.47948119
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2019,32.56120944
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2019,38.14105477
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2019,38.01959818
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2019,36.80228927
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2019,38.2975764
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2019,30.72369593
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2019,39.90827644
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2019,40.94557175
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2020,37.15185475
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2020,36.33285289
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2020,34.73183446
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2020,35.60307908
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2020,34.5289159
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2020,35.28854061
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2020,30.70341298
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2020,31.7970661
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2020,35.81892137
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2020,35.60206915
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2020,35.58622048
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2020,36.26722658
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2020,31.03195568
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2020,38.71900393
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2020,39.57336078
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2021,37.95547491
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2021,37.41656321
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2021,35.54762902
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2021,36.18245687
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2021,34.50690901
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2021,35.84442067
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2021,30.34218046
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2021,31.6652111
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2021,35.78618293
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2021,35.71947774
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2021,35.73938471
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2021,37.2246594
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2021,30.46322979
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2021,38.53329986
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2021,39.96583321
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2022,37.31030159
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2022,36.74159251
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2022,34.91625971
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2022,35.37365154
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2022,34.66437114
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2022,35.72421778
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2022,29.80296406
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2022,31.60640258
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2022,35.90277362
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2022,35.7051989
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2022,35.32760643
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2022,36.3914624
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2022,30.42920287
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2022,38.89651653
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2022,40.01923873
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2023,40.14050008
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2023,38.97486195
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2023,36.57022475
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2023,37.79600799
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2023,36.369166
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2023,37.22595284
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2023,31.06506389
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2023,32.27592181
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2023,38.4231895
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2023,38.16019062
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2023,37.64197233
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2023,39.17081014
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2023,30.31387409
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2023,40.33366377
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2023,41.54078774
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2024,37.7001098
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2024,37.56524208
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2024,35.29836743
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2024,35.88059832
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2024,35.54751543
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2024,36.84035767
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2024,31.05215302
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2024,32.66125915
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2024,36.93558517
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2024,37.31891021
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2024,35.96254933
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2024,36.72845273
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2024,31.48064651
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2024,38.55011822
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2024,41.41620818
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2015,30.99106698
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2015,30.55823597
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2015,29.84603247
BURU,8104,MALUKU,126.7212853,-3.3029383,2015,30.68623844
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2015,31.0615425
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2015,29.94261712
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2015,30.0950119
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2015,31.68921835
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2015,29.63422966
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2015,30.64698439
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2015,31.42529613
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2016,31.80064897
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2016,31.51392993
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2016,30.6022658
BURU,8104,MALUKU,126.7212853,-3.3029383,2016,30.36878283
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2016,31.94812106
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2016,30.69371751
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2016,31.07582819
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2016,32.01923636
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2016,29.97406732
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2016,32.76057156
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2016,31.99035165
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2017,30.71768889
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2017,30.54157452
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2017,30.14789749
BURU,8104,MALUKU,126.7212853,-3.3029383,2017,29.42359002
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2017,31.89741432
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2017,30.20742636
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2017,30.77698786
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2017,31.30254235
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2017,29.16755278
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2017,31.05700275
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2017,31.1243959
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2018,31.15117808
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2018,30.35166323
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2018,30.31333654
BURU,8104,MALUKU,126.7212853,-3.3029383,2018,29.96701865
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2018,31.04399797
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2018,30.41089731
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2018,30.51689611
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2018,31.61824671
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2018,29.23057455
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2018,31.04938941
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2018,31.28495419
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2019,30.91814754
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2019,29.35813326
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2019,29.82151976
BURU,8104,MALUKU,126.7212853,-3.3029383,2019,29.97551111
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2019,30.69290857
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2019,29.76693022
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2019,30.2970234
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2019,31.48357674
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2019,29.13260646
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2019,30.51520333
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2019,29.87409848
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2020,31.07237193
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2020,29.86236999
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2020,29.95893715
BURU,8104,MALUKU,126.7212853,-3.3029383,2020,29.05780271
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2020,30.82537929
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2020,30.2455425
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2020,30.37242628
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2020,31.65413057
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2020,28.96140964
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2020,32.2832398
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2020,30.76829388
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2021,30.63618996
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2021,29.7322478
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2021,29.54857069
BURU,8104,MALUKU,126.7212853,-3.3029383,2021,29.17646457
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2021,30.83420616
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2021,29.87918797
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2021,30.42504678
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2021,30.98521905
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2021,28.7392606
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2021,30.77039342
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2021,30.62943592
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2022,30.99381647
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2022,30.170353
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2022,29.87654636
BURU,8104,MALUKU,126.7212853,-3.3029383,2022,29.15234598
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2022,31.81979237
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2022,30.14556299
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2022,30.84440714
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2022,30.84375946
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2022,28.84358824
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2022,31.25268616
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2022,30.83151852
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2023,31.06039419
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2023,30.19854226
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2023,29.95933158
BURU,8104,MALUKU,126.7212853,-3.3029383,2023,29.99290571
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2023,30.87366872
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2023,30.28559616
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2023,30.43965898
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2023,31.11029905
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2023,29.33782759
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2023,30.82331977
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2023,31.31597174
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2024,31.80578302
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2024,31.23042938
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2024,30.52402412
BURU,8104,MALUKU,126.7212853,-3.3029383,2024,29.87226094
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2024,32.83669572
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2024,30.64389239
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2024,31.53022887
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2024,31.44010523
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2024,30.73721373
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2024,33.96774
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2024,32.60705714
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2015,31.34577529
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2015,31.62315483
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2015,30.07549487
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2015,30.92576116
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2015,32.53301415
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2015,31.44942174
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2015,31.44812161
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2015,29.75812842
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2015,31.29520767
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2015,31.01312527
