Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,ndvi
INDRAMAYU,3212,JAWA BARAT,108.168729,-6.448638,2020,0.469162789
SUBANG,3213,JAWA BARAT,107.7322261,-6.4841935,2020,0.57424633
PURWAKARTA,3214,JAWA BARAT,107.4322096,-6.5950163,2020,0.631838557
KARAWANG,3215,JAWA BARAT,107.353927,-6.2520035,2020,0.479885913
BEKASI,3216,JAWA BARAT,107.1206689,-6.215149,2020,0.425578795
BANDUNG BARAT,3217,JAWA BARAT,107.4149526,-6.8970559,2020,0.645373998
KOTA CIREBON,3274,JAWA BARAT,108.5535048,-6.7418861,2020,0.42356468
KOTA BEKASI,3275,JAWA BARAT,106.9756823,-6.280231,2020,0.326816356
KOTA DEPOK,3276,JAWA BARAT,106.8168081,-6.3961022,2020,0.419632459
KOTA CIMAHI,3277,JAWA BARAT,107.543583,-6.8864961,2020,0.362251835
KOTA TASIKMALAYA,3278,JAWA BARAT,108.2193555,-7.3602513,2020,0.600319608
KOTA BANJAR,3279,JAWA BARAT,108.5665017,-7.3763022,2020,0.637673607
PANGANDARAN,3218,JAWA BARAT,108.5186909,-7.635941,2021,0.677353064
KOTA BOGOR,3271,JAWA BARAT,106.7995643,-6.5934532,2021,0.447398805
KOTA SUKABUMI,3272,JAWA BARAT,106.9243318,-6.9398718,2021,0.527937881
KOTA BANDUNG,3273,JAWA BARAT,107.6366022,-6.9191355,2021,0.334806517
BOGOR,3201,JAWA BARAT,106.7675308,-6.5599795,2021,0.618842636
SUKABUMI,3202,JAWA BARAT,106.7076211,-7.0762083,2021,0.709363852
CIANJUR,3203,JAWA BARAT,107.1577719,-7.1337126,2021,0.703767359
BANDUNG,3204,JAWA BARAT,107.6108411,-7.0999688,2021,0.611390826
GARUT,3205,JAWA BARAT,107.7888627,-7.3595864,2021,0.710234878
TASIKMALAYA,3206,JAWA BARAT,108.1412795,-7.4968921,2021,0.690431998
CIAMIS,3207,JAWA BARAT,108.4286486,-7.2905369,2021,0.668709819
KUNINGAN,3208,JAWA BARAT,108.5603003,-7.0042331,2021,0.665241896
CIREBON,3209,JAWA BARAT,108.5513361,-6.7455129,2021,0.501113928
MAJALENGKA,3210,JAWA BARAT,108.2578114,-6.8158654,2021,0.596512736
SUMEDANG,3211,JAWA BARAT,107.9808499,-6.8250657,2021,0.669573277
INDRAMAYU,3212,JAWA BARAT,108.168729,-6.448638,2021,0.459275125
SUBANG,3213,JAWA BARAT,107.7322261,-6.4841935,2021,0.555094952
PURWAKARTA,3214,JAWA BARAT,107.4322096,-6.5950163,2021,0.639087171
KARAWANG,3215,JAWA BARAT,107.353927,-6.2520035,2021,0.472731481
BEKASI,3216,JAWA BARAT,107.1206689,-6.215149,2021,0.428518017
BANDUNG BARAT,3217,JAWA BARAT,107.4149526,-6.8970559,2021,0.645942996
KOTA CIREBON,3274,JAWA BARAT,108.5535048,-6.7418861,2021,0.413494499
KOTA BEKASI,3275,JAWA BARAT,106.9756823,-6.280231,2021,0.340992713
KOTA DEPOK,3276,JAWA BARAT,106.8168081,-6.3961022,2021,0.429649731
KOTA CIMAHI,3277,JAWA BARAT,107.543583,-6.8864961,2021,0.369564962
KOTA TASIKMALAYA,3278,JAWA BARAT,108.2193555,-7.3602513,2021,0.584891449
KOTA BANJAR,3279,JAWA BARAT,108.5665017,-7.3763022,2021,0.652549939
PANGANDARAN,3218,JAWA BARAT,108.5186909,-7.635941,2022,0.64427507
KOTA BOGOR,3271,JAWA BARAT,106.7995643,-6.5934532,2022,0.458743023
KOTA SUKABUMI,3272,JAWA BARAT,106.9243318,-6.9398718,2022,0.526385668
KOTA BANDUNG,3273,JAWA BARAT,107.6366022,-6.9191355,2022,0.340518014
BOGOR,3201,JAWA BARAT,106.7675308,-6.5599795,2022,0.633648823
SUKABUMI,3202,JAWA BARAT,106.7076211,-7.0762083,2022,0.699598272
CIANJUR,3203,JAWA BARAT,107.1577719,-7.1337126,2022,0.704892023
BANDUNG,3204,JAWA BARAT,107.6108411,-7.0999688,2022,0.611868477
GARUT,3205,JAWA BARAT,107.7888627,-7.3595864,2022,0.684212809
TASIKMALAYA,3206,JAWA BARAT,108.1412795,-7.4968921,2022,0.663765715
CIAMIS,3207,JAWA BARAT,108.4286486,-7.2905369,2022,0.663751582
KUNINGAN,3208,JAWA BARAT,108.5603003,-7.0042331,2022,0.673765417
CIREBON,3209,JAWA BARAT,108.5513361,-6.7455129,2022,0.518093945
MAJALENGKA,3210,JAWA BARAT,108.2578114,-6.8158654,2022,0.622827813
SUMEDANG,3211,JAWA BARAT,107.9808499,-6.8250657,2022,0.680588017
INDRAMAYU,3212,JAWA BARAT,108.168729,-6.448638,2022,0.493052394
SUBANG,3213,JAWA BARAT,107.7322261,-6.4841935,2022,0.575937046
PURWAKARTA,3214,JAWA BARAT,107.4322096,-6.5950163,2022,0.641790373
KARAWANG,3215,JAWA BARAT,107.353927,-6.2520035,2022,0.490343847
BEKASI,3216,JAWA BARAT,107.1206689,-6.215149,2022,0.445176867
BANDUNG BARAT,3217,JAWA BARAT,107.4149526,-6.8970559,2022,0.649339442
KOTA CIREBON,3274,JAWA BARAT,108.5535048,-6.7418861,2022,0.390164862
KOTA BEKASI,3275,JAWA BARAT,106.9756823,-6.280231,2022,0.337592669
KOTA DEPOK,3276,JAWA BARAT,106.8168081,-6.3961022,2022,0.421111612
KOTA CIMAHI,3277,JAWA BARAT,107.543583,-6.8864961,2022,0.354015941
KOTA TASIKMALAYA,3278,JAWA BARAT,108.2193555,-7.3602513,2022,0.590791919
KOTA BANJAR,3279,JAWA BARAT,108.5665017,-7.3763022,2022,0.631495191
PANGANDARAN,3218,JAWA BARAT,108.5186909,-7.635941,2023,0.679187756
KOTA BOGOR,3271,JAWA BARAT,106.7995643,-6.5934532,2023,0.447171713
KOTA SUKABUMI,3272,JAWA BARAT,106.9243318,-6.9398718,2023,0.514370577
KOTA BANDUNG,3273,JAWA BARAT,107.6366022,-6.9191355,2023,0.325978938
BOGOR,3201,JAWA BARAT,106.7675308,-6.5599795,2023,0.634097942
SUKABUMI,3202,JAWA BARAT,106.7076211,-7.0762083,2023,0.706369434
CIANJUR,3203,JAWA BARAT,107.1577719,-7.1337126,2023,0.710579913
BANDUNG,3204,JAWA BARAT,107.6108411,-7.0999688,2023,0.624935956
GARUT,3205,JAWA BARAT,107.7888627,-7.3595864,2023,0.717818486
TASIKMALAYA,3206,JAWA BARAT,108.1412795,-7.4968921,2023,0.717452733
CIAMIS,3207,JAWA BARAT,108.4286486,-7.2905369,2023,0.687544006
KUNINGAN,3208,JAWA BARAT,108.5603003,-7.0042331,2023,0.684122923
CIREBON,3209,JAWA BARAT,108.5513361,-6.7455129,2023,0.498261077
MAJALENGKA,3210,JAWA BARAT,108.2578114,-6.8158654,2023,0.594702208
SUMEDANG,3211,JAWA BARAT,107.9808499,-6.8250657,2023,0.657143645
INDRAMAYU,3212,JAWA BARAT,108.168729,-6.448638,2023,0.457126372
SUBANG,3213,JAWA BARAT,107.7322261,-6.4841935,2023,0.567661069
PURWAKARTA,3214,JAWA BARAT,107.4322096,-6.5950163,2023,0.634660549
KARAWANG,3215,JAWA BARAT,107.353927,-6.2520035,2023,0.487482311
BEKASI,3216,JAWA BARAT,107.1206689,-6.215149,2023,0.435882816
BANDUNG BARAT,3217,JAWA BARAT,107.4149526,-6.8970559,2023,0.645866635
KOTA CIREBON,3274,JAWA BARAT,108.5535048,-6.7418861,2023,0.403878002
KOTA BEKASI,3275,JAWA BARAT,106.9756823,-6.280231,2023,0.325730453
KOTA DEPOK,3276,JAWA BARAT,106.8168081,-6.3961022,2023,0.398797348
KOTA CIMAHI,3277,JAWA BARAT,107.543583,-6.8864961,2023,0.352961785
KOTA TASIKMALAYA,3278,JAWA BARAT,108.2193555,-7.3602513,2023,0.586072833
KOTA BANJAR,3279,JAWA BARAT,108.5665017,-7.3763022,2023,0.634224404
PANGANDARAN,3218,JAWA BARAT,108.5186909,-7.635941,2024,0.730769468
KOTA BOGOR,3271,JAWA BARAT,106.7995643,-6.5934532,2024,0.467169693
KOTA SUKABUMI,3272,JAWA BARAT,106.9243318,-6.9398718,2024,0.521377596
KOTA BANDUNG,3273,JAWA BARAT,107.6366022,-6.9191355,2024,0.3352497
BOGOR,3201,JAWA BARAT,106.7675308,-6.5599795,2024,0.643471692
SUKABUMI,3202,JAWA BARAT,106.7076211,-7.0762083,2024,0.717762158
CIANJUR,3203,JAWA BARAT,107.1577719,-7.1337126,2024,0.731244278
BANDUNG,3204,JAWA BARAT,107.6108411,-7.0999688,2024,0.658061654
GARUT,3205,JAWA BARAT,107.7888627,-7.3595864,2024,0.748052361
TASIKMALAYA,3206,JAWA BARAT,108.1412795,-7.4968921,2024,0.734631704
CIAMIS,3207,JAWA BARAT,108.4286486,-7.2905369,2024,0.680024007
KUNINGAN,3208,JAWA BARAT,108.5603003,-7.0042331,2024,0.702854923
CIREBON,3209,JAWA BARAT,108.5513361,-6.7455129,2024,0.49971259
MAJALENGKA,3210,JAWA BARAT,108.2578114,-6.8158654,2024,0.602684228
SUMEDANG,3211,JAWA BARAT,107.9808499,-6.8250657,2024,0.686366746
INDRAMAYU,3212,JAWA BARAT,108.168729,-6.448638,2024,0.452909631
SUBANG,3213,JAWA BARAT,107.7322261,-6.4841935,2024,0.558306512
PURWAKARTA,3214,JAWA BARAT,107.4322096,-6.5950163,2024,0.62209766
KARAWANG,3215,JAWA BARAT,107.353927,-6.2520035,2024,0.467648117
BEKASI,3216,JAWA BARAT,107.1206689,-6.215149,2024,0.433738877
BANDUNG BARAT,3217,JAWA BARAT,107.4149526,-6.8970559,2024,0.669818824
KOTA CIREBON,3274,JAWA BARAT,108.5535048,-6.7418861,2024,0.410803946
KOTA BEKASI,3275,JAWA BARAT,106.9756823,-6.280231,2024,0.329461712
KOTA DEPOK,3276,JAWA BARAT,106.8168081,-6.3961022,2024,0.416149083
KOTA CIMAHI,3277,JAWA BARAT,107.543583,-6.8864961,2024,0.35989644
KOTA TASIKMALAYA,3278,JAWA BARAT,108.2193555,-7.3602513,2024,0.599020378
KOTA BANJAR,3279,JAWA BARAT,108.5665017,-7.3763022,2024,0.632824995
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2015,0.646528071
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2015,0.668909846
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2015,0.693383305
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2015,0.702130602
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2015,0.667518541
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2015,0.694386198
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2015,0.705164479
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2015,0.676646796
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2015,0.62176152
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2015,0.621498319
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2015,0.57181659
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2015,0.632604045
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2015,0.643536134
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2015,0.597583303
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2015,0.570507547
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2015,0.600510874
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2015,0.550328659
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2015,0.558856942
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2015,0.57747993
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2015,0.594754292
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2015,0.481210896
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2015,0.649353686
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2015,0.654659222
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2015,0.614571118
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2015,0.657096922
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2015,0.6333096
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2015,0.595764437
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2015,0.568488946
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2015,0.568911873
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2015,0.349606367
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2015,0.516898491
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2015,0.393456564
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2015,0.623038654
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2015,0.487943166
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2015,0.380393702
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2016,0.655476252
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2016,0.67110697
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2016,0.699054642
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2016,0.68440544
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2016,0.68779858
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2016,0.708251053
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2016,0.672688235
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2016,0.702977916
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2016,0.681570541
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2016,0.663540394
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2016,0.614073953
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2016,0.686942287
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2016,0.639018779
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2016,0.666261386
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2016,0.654043749
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2016,0.684741382
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2016,0.63443627
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2016,0.619231374
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2016,0.627952867
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2016,0.659857893
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2016,0.545641068
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2016,0.68820803
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2016,0.680143748
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2016,0.664684867
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2016,0.661582303
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2016,0.638355332
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2016,0.643373457
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2016,0.618941711
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2016,0.60505793
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2016,0.346457619
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2016,0.562826767
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2016,0.402036763
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2016,0.61896392
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2016,0.532095467
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2016,0.39653407
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2017,0.612947173
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2017,0.632892672
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2017,0.642394916
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2017,0.652306691
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2017,0.642537885
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2017,0.686842454
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2017,0.685750207
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2017,0.683400053
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2017,0.632369854
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2017,0.629592238
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2017,0.574992426
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2017,0.640761169
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2017,0.643111361
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2017,0.608761174
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2017,0.602070225
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2017,0.638273226
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2017,0.598864093
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2017,0.575354968
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2017,0.577655727
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2017,0.629569505
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2017,0.489850619
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2017,0.653162582
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2017,0.667574376
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2017,0.633335083
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2017,0.613428391
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2017,0.616662991
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2017,0.611632446
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2017,0.592966546
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2017,0.581702401
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2017,0.36583144
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2017,0.527383768
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2017,0.380617231
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2017,0.603400847
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2017,0.520682756
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2017,0.369286182
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2018,0.62354909
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2018,0.637298141
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2018,0.651259887
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2018,0.66571588
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2018,0.630739915
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2018,0.662530493
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2018,0.667780958
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2018,0.65306605
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2018,0.607442962
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2018,0.595608887
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2018,0.55405847
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2018,0.609049492
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2018,0.611521153
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2018,0.567862355
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2018,0.562190445
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2018,0.585748943
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2018,0.531495652
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2018,0.528076433
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2018,0.547840781
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2018,0.580503823
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2018,0.461455523
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2018,0.647445836
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2018,0.637347728
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2018,0.599147465
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2018,0.626227629
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2018,0.619755082
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2018,0.57755991
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2018,0.556186836
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2018,0.548089297
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2018,0.328656607
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2018,0.499690032
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2018,0.356865061
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2018,0.595587578
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2018,0.478773192
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2018,0.347290359
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2019,0.63920679
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2019,0.663060019
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2019,0.683960086
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2019,0.705727511
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2019,0.651198205
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2019,0.686959874
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2019,0.716417496
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2019,0.676195978
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2019,0.602388284
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2019,0.601577202
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2019,0.536703777
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2019,0.618732223
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2019,0.625737559
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2019,0.57826834
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2019,0.562495943
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2019,0.592957237
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2019,0.562739218
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2019,0.544342259
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2019,0.553944171
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2019,0.608094957
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2019,0.452730301
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2019,0.643502784
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2019,0.667687077
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2019,0.601524202
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2019,0.658733413
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2019,0.632865078
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2019,0.573241858
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2019,0.535120278
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2019,0.540025064
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2019,0.316312615
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2019,0.506297843
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2019,0.357257382
KOTA SALATIGA,3373,JAWA TENGAH,110.4984273,-7.338272,2019,0.598951825
KOTA SEMARANG,3374,JAWA TENGAH,110.3895348,-7.020418,2019,0.465056819
KOTA PEKALONGAN,3375,JAWA TENGAH,109.6778849,-6.8930089,2019,0.345672447
CILACAP,3301,JAWA TENGAH,108.8904127,-7.4909628,2020,0.628544712
BANYUMAS,3302,JAWA TENGAH,109.1755799,-7.4551452,2020,0.643897372
PURBALINGGA,3303,JAWA TENGAH,109.4073183,-7.3229164,2020,0.672936731
BANJARNEGARA,3304,JAWA TENGAH,109.6574192,-7.3518819,2020,0.70128886
KEBUMEN,3305,JAWA TENGAH,109.6174095,-7.6552665,2020,0.657467376
PURWOREJO,3306,JAWA TENGAH,109.9657193,-7.6994682,2020,0.696239875
WONOSOBO,3307,JAWA TENGAH,109.9072231,-7.4155351,2020,0.704719808
MAGELANG,3308,JAWA TENGAH,110.246742,-7.5015748,2020,0.691115649
BOYOLALI,3309,JAWA TENGAH,110.6506569,-7.4185617,2020,0.654023232
KLATEN,3310,JAWA TENGAH,110.6198466,-7.6861685,2020,0.634346387
SUKOHARJO,3311,JAWA TENGAH,110.834924,-7.6804342,2020,0.584895428
WONOGIRI,3312,JAWA TENGAH,111.0008083,-7.9197184,2020,0.677204452
KARANGANYAR,3313,JAWA TENGAH,111.0192655,-7.6144577,2020,0.665813376
SRAGEN,3314,JAWA TENGAH,110.9774344,-7.3871309,2020,0.630050748
GROBOGAN,3315,JAWA TENGAH,110.9271012,-7.1168798,2020,0.626409179
BLORA,3316,JAWA TENGAH,111.3876363,-7.0759623,2020,0.653003474
REMBANG,3317,JAWA TENGAH,111.4612992,-6.7754897,2020,0.604627116
PATI,3318,JAWA TENGAH,111.0414136,-6.7434238,2020,0.590765922
KUDUS,3319,JAWA TENGAH,110.869722,-6.7890677,2020,0.581075858
JEPARA,3320,JAWA TENGAH,110.7676746,-6.5486616,2020,0.618622726
DEMAK,3321,JAWA TENGAH,110.6320152,-6.9111169,2020,0.504091393
SEMARANG,3322,JAWA TENGAH,110.4752654,-7.2720311,2020,0.689900904
TEMANGGUNG,3323,JAWA TENGAH,110.1356323,-7.2578588,2020,0.695934644
KENDAL,3324,JAWA TENGAH,110.1560308,-7.037781,2020,0.65644469
BATANG,3325,JAWA TENGAH,109.8614698,-7.0212995,2020,0.677793073
PEKALONGAN,3326,JAWA TENGAH,109.6204182,-7.0567759,2020,0.637438369
PEMALANG,3327,JAWA TENGAH,109.3949789,-7.0365408,2020,0.618127971
TEGAL,3328,JAWA TENGAH,109.1583967,-7.0310928,2020,0.585940257
BREBES,3329,JAWA TENGAH,108.9275167,-7.0593248,2020,0.58140509
KOTA TEGAL,3376,JAWA TENGAH,109.1157704,-6.8688227,2020,0.326681422
KOTA MAGELANG,3371,JAWA TENGAH,110.2201323,-7.4771427,2020,0.525983615
KOTA SURAKARTA,3372,JAWA TENGAH,110.8233898,-7.5580819,2020,0.377807909
