Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,ndvi
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2017,0.640890103
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2017,0.719675024
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2017,0.619639011
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2017,0.712142322
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2017,0.698053135
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2017,0.694991824
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2017,0.732848067
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2017,0.708297643
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2017,0.69873242
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2017,0.791989544
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2017,0.645227861
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2017,0.692894996
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2017,0.592189979
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2017,0.648490265
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2017,0.669194211
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2018,0.605836292
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2018,0.502818967
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2018,0.682981156
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2018,0.73518164
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2018,0.637305949
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2018,0.722817561
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2018,0.656314953
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2018,0.723363201
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2018,0.69198951
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2018,0.699162318
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2018,0.721781342
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2018,0.697294622
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2018,0.675529737
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2018,0.773233004
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2018,0.639177134
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2018,0.70973068
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2018,0.629487115
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2018,0.605396804
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2018,0.679643375
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2019,0.60527779
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2019,0.551467853
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2019,0.687793905
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2019,0.75996674
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2019,0.647800144
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2019,0.688701255
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2019,0.658131257
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2019,0.724713945
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2019,0.719535345
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2019,0.686416044
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2019,0.717683698
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2019,0.685374041
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2019,0.659941483
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2019,0.768659724
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2019,0.658119834
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2019,0.668588729
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2019,0.624391062
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2019,0.611119089
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2019,0.693866632
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2020,0.613907431
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2020,0.514240471
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2020,0.698549484
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2020,0.789457359
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2020,0.650874606
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2020,0.720711429
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2020,0.648901367
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2020,0.760628134
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2020,0.72456989
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2020,0.674773894
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2020,0.702079968
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2020,0.693599747
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2020,0.701457951
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2020,0.783793162
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2020,0.689641625
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2020,0.692390914
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2020,0.624410863
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2020,0.647444388
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2020,0.69953299
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2021,0.640016419
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2021,0.55749094
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2021,0.731412595
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2021,0.789941958
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2021,0.682644587
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2021,0.734690395
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2021,0.685612478
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2021,0.745051238
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2021,0.726154707
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2021,0.688606799
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2021,0.729992517
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2021,0.718683174
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2021,0.684998695
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2021,0.79451258
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2021,0.687402225
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2021,0.735745013
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2021,0.656174716
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2021,0.611899374
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2021,0.689479843
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2022,0.638676246
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2022,0.51475021
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2022,0.710444005
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2022,0.755768994
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2022,0.682139767
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2022,0.730374534
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2022,0.65703318
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2022,0.712744871
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2022,0.677614204
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2022,0.676986764
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2022,0.69941431
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2022,0.70137319
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2022,0.676565113
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2022,0.726675084
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2022,0.665424852
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2022,0.689976061
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2022,0.590158056
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2022,0.602801791
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2022,0.665118295
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2023,0.588002453
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2023,0.510581737
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2023,0.657749967
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2023,0.731662543
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2023,0.623867423
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2023,0.695143563
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2023,0.626410591
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2023,0.69877923
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2023,0.676459823
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2023,0.688275573
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2023,0.707629575
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2023,0.673421085
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2023,0.674177279
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2023,0.727317539
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2023,0.619300544
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2023,0.682297661
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2023,0.583331967
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2023,0.617632757
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2023,0.667223928
KOTA SOLOK,1372,SUMATERA BARAT,100.6303645,-0.7823512,2024,0.600192062
KOTA BUKITTINGGI,1375,SUMATERA BARAT,100.3720419,-0.3001002,2024,0.481654788
KEPULAUAN MENTAWAI,1309,SUMATERA BARAT,99.3361904,-1.848519,2024,0.705323048
PESISIR SELATAN,1301,SUMATERA BARAT,100.8807024,-1.7382828,2024,0.768125412
SOLOK,1302,SUMATERA BARAT,100.8187208,-0.9624253,2024,0.622459081
SIJUNJUNG,1303,SUMATERA BARAT,101.0895108,-0.6840859,2024,0.656002021
TANAH DATAR,1304,SUMATERA BARAT,100.5860725,-0.4605399,2024,0.636676227
PADANG PARIAMAN,1305,SUMATERA BARAT,100.2277182,-0.5623398,2024,0.733662421
AGAM,1306,SUMATERA BARAT,100.1685123,-0.2494341,2024,0.70141074
LIMA PULUH KOTA,1307,SUMATERA BARAT,100.5659228,0.0297824,2024,0.677418306
PASAMAN,1308,SUMATERA BARAT,100.08276,0.3872922,2024,0.712082693
SOLOK SELATAN,1311,SUMATERA BARAT,101.2525789,-1.4063565,2024,0.676285261
DHARMASRAYA,1310,SUMATERA BARAT,101.5541937,-1.1309872,2024,0.654602199
PASAMAN BARAT,1312,SUMATERA BARAT,99.6781167,0.2069525,2024,0.777709372
KOTA PADANG,1371,SUMATERA BARAT,100.4353545,-0.8957179,2024,0.681372987
KOTA SAWAHLUNTO,1373,SUMATERA BARAT,100.7570312,-0.6537713,2024,0.643838558
KOTA PADANG PANJANG,1374,SUMATERA BARAT,100.4037153,-0.4711945,2024,0.628771273
KOTA PAYAKUMBUH,1376,SUMATERA BARAT,100.6309806,-0.2260721,2024,0.613330227
KOTA PARIAMAN,1377,SUMATERA BARAT,100.1372293,-0.6076555,2024,0.66978254
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2015,0.731790451
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2015,0.63602918
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2015,0.684887374
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2015,0.712482892
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2015,0.713465522
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2015,0.663459015
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2015,0.598535302
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2015,0.731080751
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2015,0.652486382
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2015,0.617581415
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2015,0.721569418
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2015,0.691935259
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2015,0.695090395
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2015,0.451067886
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2015,0.684044496
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2015,0.697556957
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2015,0.726015323
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2016,0.747133378
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2016,0.64952195
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2016,0.704140462
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2016,0.732520225
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2016,0.689861087
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2016,0.678215194
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2016,0.636288293
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2016,0.722791098
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2016,0.689171753
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2016,0.647595009
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2016,0.712512909
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2016,0.702812058
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2016,0.704122591
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2016,0.478448221
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2016,0.706973637
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2016,0.689145333
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2016,0.738356669
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2017,0.734931924
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2017,0.640810072
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2017,0.706389116
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2017,0.737773955
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2017,0.71298521
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2017,0.69363032
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2017,0.626842791
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2017,0.727185723
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2017,0.659808174
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2017,0.633830604
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2017,0.722321078
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2017,0.702202409
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2017,0.709796823
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2017,0.457294296
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2017,0.687600255
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2017,0.703601094
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2017,0.738883945
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2018,0.74183301
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2018,0.640581478
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2018,0.700375712
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2018,0.737515578
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2018,0.705919337
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2018,0.667230582
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2018,0.619201971
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2018,0.739450608
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2018,0.666169323
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2018,0.616577176
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2018,0.731147617
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2018,0.696244754
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2018,0.694580752
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2018,0.454699171
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2018,0.680232878
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2018,0.715070168
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2018,0.709489893
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2019,0.76952583
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2019,0.652445718
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2019,0.722941055
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2019,0.734275698
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2019,0.710433436
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2019,0.674759328
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2019,0.621057487
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2019,0.765496149
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2019,0.670567235
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2019,0.625161881
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2019,0.734360961
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2019,0.716832119
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2019,0.685918433
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2019,0.436127974
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2019,0.70113336
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2019,0.71980329
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2019,0.728542959
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2020,0.719666154
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2020,0.626790828
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2020,0.671351719
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2020,0.703644215
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2020,0.678571066
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2020,0.680953514
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2020,0.623355208
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2020,0.692171038
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2020,0.63904812
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2020,0.619703706
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2020,0.698617209
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2020,0.672385216
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2020,0.677246051
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2020,0.443588693
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2020,0.669915674
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2020,0.699928225
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2020,0.681822348
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2021,0.732799078
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2021,0.620333444
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2021,0.688999947
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2021,0.709193556
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2021,0.692424975
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2021,0.672778174
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2021,0.615896666
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2021,0.732345783
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2021,0.632274433
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2021,0.612105225
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2021,0.714063011
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2021,0.675791579
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2021,0.692606597
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2021,0.432071074
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2021,0.660536443
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2021,0.694046676
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2021,0.70386367
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2022,0.746355346
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2022,0.625039653
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2022,0.696932809
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2022,0.72020058
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2022,0.696265493
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2022,0.666927953
BANYUASIN,1607,SUMATERA SELATAN,104.666315,-2.4905403,2022,0.617252528
OGAN KOMERING ULU SELATAN,1609,SUMATERA SELATAN,103.9152406,-4.5902472,2022,0.735022168
OGAN KOMERING ULU TIMUR,1608,SUMATERA SELATAN,104.5679225,-4.0688726,2022,0.665857283
OGAN ILIR,1610,SUMATERA SELATAN,104.6009031,-3.409978,2022,0.626716457
EMPAT LAWANG,1611,SUMATERA SELATAN,102.9535959,-3.7519436,2022,0.72281088
PENUKAL ABAB LEMATANG ILIR,1612,SUMATERA SELATAN,103.9832917,-3.2129343,2022,0.687007658
MUSI RAWAS UTARA,1613,SUMATERA SELATAN,102.7358396,-2.7443987,2022,0.692453916
KOTA PALEMBANG,1671,SUMATERA SELATAN,104.7315427,-2.9732835,2022,0.434763058
KOTA PRABUMULIH,1674,SUMATERA SELATAN,104.2293879,-3.4528351,2022,0.691166053
KOTA PAGAR ALAM,1672,SUMATERA SELATAN,103.2626737,-4.1091117,2022,0.677748413
KOTA LUBUKLINGGAU,1673,SUMATERA SELATAN,102.8793581,-3.2635241,2022,0.670244189
OGAN KOMERING ULU,1601,SUMATERA SELATAN,104.0938295,-4.1006701,2023,0.722870281
OGAN KOMERING ILIR,1602,SUMATERA SELATAN,105.3906813,-3.3431734,2023,0.635969237
MUARA ENIM,1603,SUMATERA SELATAN,104.0015652,-3.6358342,2023,0.674937093
LAHAT,1604,SUMATERA SELATAN,103.3853243,-3.8305572,2023,0.700624823
MUSI RAWAS,1605,SUMATERA SELATAN,103.1452212,-3.1667311,2023,0.69453717
MUSI BANYUASIN,1606,SUMATERA SELATAN,103.8295761,-2.443964,2023,0.616482308
