Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,landcover
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2022,3.135211711
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2022,4.746760748
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2022,3.629172533
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2022,3.117689222
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2022,7.264922706
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2022,3.237805971
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2022,7.147766944
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2023,4.46699695
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2023,3.814694104
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2023,3.3264539
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2023,3.988704491
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2023,3.385647407
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2023,3.650237001
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2023,3.135211711
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2023,4.746760748
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2023,3.629172533
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2023,3.117689222
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2023,7.264922706
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2023,3.237805971
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2023,7.147766944
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2024,4.46699695
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2024,3.814694104
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2024,3.3264539
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2024,3.988704491
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2024,3.385647407
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2024,3.650237001
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2024,3.135211711
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2024,4.746760748
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2024,3.629172533
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2024,3.117689222
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2024,7.264922706
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2024,3.237805971
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2024,7.147766944
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2015,4.019096264
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2015,4.55771582
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2015,6.451799341
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2015,6.415340853
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2015,9.761261439
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2015,3.468546452
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2015,3.158501481
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2015,2.962834236
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2015,3.58070538
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2015,3.084832442
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2015,7.295113244
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2015,5.348763619
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2015,3.138105772
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2015,5.856791305
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2015,7.191641024
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2015,6.01428712
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2015,7.972888317
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2016,4.026220167
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2016,4.575164275
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2016,6.463129116
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2016,6.456904024
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2016,9.750575431
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2016,3.509044351
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2016,3.181636302
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2016,2.973386555
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2016,3.604571847
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2016,3.045862897
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2016,7.316721349
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2016,5.292165136
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2016,3.141334067
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2016,5.838892089
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2016,7.130862188
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2016,6.000550354
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2016,8.016518532
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2017,3.973973097
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2017,4.513191917
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2017,6.39573162
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2017,6.42661439
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2017,9.788589463
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2017,3.4882931
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2017,3.191554196
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2017,2.922861722
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2017,3.601982586
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2017,3.000605829
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2017,7.094425253
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2017,5.15643025
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2017,3.113221093
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2017,5.834845504
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2017,6.932641705
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2017,5.932183883
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2017,7.820599415
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2018,4.002155807
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2018,4.567333965
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2018,6.407264251
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2018,6.456366524
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2018,9.756017306
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2018,3.525293624
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2018,3.268915154
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2018,2.955265648
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2018,3.644444562
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2018,3.088789433
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2018,7.134013615
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2018,5.215178381
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2018,3.17939998
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2018,5.827163726
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2018,6.913694327
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2018,5.990449141
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2018,7.900365979
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2019,4.024730045
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2019,4.710303818
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2019,6.491446701
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2019,6.555336316
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2019,9.757061387
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2019,3.566385152
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2019,3.30636196
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2019,3.021923064
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2019,3.72483598
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2019,3.173523633
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2019,7.302296674
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2019,5.252323222
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2019,3.219277002
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2019,5.833237342
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2019,6.856065767
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2019,5.980757681
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2019,7.928674043
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2020,3.988115068
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2020,4.713479942
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2020,6.558563671
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2020,6.565479009
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2020,9.792702508
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2020,3.573359998
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2020,3.356831634
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2020,3.020206443
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2020,3.664855848
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2020,3.236398865
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2020,7.309899259
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2020,5.340872677
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2020,3.293136201
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2020,5.861368957
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2020,6.878963564
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2020,5.978236897
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2020,8.017752594
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2021,3.988115068
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2021,4.713479942
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2021,6.558563671
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2021,6.565479009
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2021,9.792702508
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2021,3.573359998
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2021,3.356831634
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2021,3.020206443
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2021,3.664855848
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2021,3.236398865
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2021,7.309899259
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2021,5.340872677
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2021,3.293136201
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2021,5.861368957
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2021,6.878963564
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2021,5.978236897
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2021,8.017752594
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2022,3.988115068
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2022,4.713479942
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2022,6.558563671
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2022,6.565479009
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2022,9.792702508
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2022,3.573359998
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2022,3.356831634
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2022,3.020206443
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2022,3.664855848
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2022,3.236398865
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2022,7.309899259
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2022,5.340872677
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2022,3.293136201
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2022,5.861368957
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2022,6.878963564
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2022,5.978236897
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2022,8.017752594
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2023,3.988115068
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2023,4.713479942
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2023,6.558563671
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2023,6.565479009
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2023,9.792702508
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2023,3.573359998
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2023,3.356831634
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2023,3.020206443
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2023,3.664855848
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2023,3.236398865
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2023,7.309899259
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2023,5.340872677
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2023,3.293136201
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2023,5.861368957
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2023,6.878963564
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2023,5.978236897
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2023,8.017752594
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2024,3.988115068
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2024,4.713479942
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2024,6.558563671
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2024,6.565479009
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2024,9.792702508
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2024,3.573359998
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2024,3.356831634
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2024,3.020206443
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2024,3.664855848
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2024,3.236398865
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2024,7.309899259
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2024,5.340872677
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2024,3.293136201
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2024,5.861368957
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2024,6.878963564
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2024,5.978236897
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2024,8.017752594
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2015,3.967956458
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2015,5.512041496
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2015,3.996937153
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2015,3.18161332
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2015,3.488176478
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2015,5.632082616
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2015,3.875713021
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2015,5.852989636
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2015,2.991346952
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2015,2.647419831
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2015,3.236936292
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2015,9.905630222
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2015,4.869653513
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2015,5.456509351
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2015,10.54695197
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2016,3.973921197
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2016,5.48727112
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2016,4.067389118
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2016,3.206022787
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2016,3.46484952
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2016,5.699774335
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2016,3.8766052
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2016,5.91363274
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2016,2.997060289
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2016,2.632639248
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2016,3.246298689
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2016,9.850054486
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2016,4.764704408
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2016,5.182976739
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2016,10.2546952
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2017,3.801470399
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2017,5.108469904
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2017,4.143389248
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2017,3.235245281
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2017,3.289387034
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2017,5.352503347
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2017,3.726442636
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2017,6.001275578
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2017,2.851552898
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2017,2.523775439
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2017,3.135198247
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2017,9.65857852
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2017,4.658363837
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2017,4.968968554
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2017,10.19627463
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2018,3.892380127
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2018,4.94921775
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2018,4.025787612
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2018,3.248211375
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2018,3.243181765
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2018,5.326356856
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2018,3.829464019
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2018,5.926707414
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2018,2.889680562
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2018,2.583968203
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2018,3.216823507
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2018,9.472865964
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2018,4.64107707
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2018,5.128218412
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2018,10.16340825
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2019,4.017142203
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2019,5.263727515
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2019,3.923896045
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2019,3.200624393
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2019,3.382988716
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2019,5.754687321
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2019,3.937270943
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2019,5.87166268
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2019,3.152145269
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2019,2.668986292
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2019,3.392906402
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2019,9.664002906
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2019,4.840520483
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2019,5.278428224
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2019,10.27155172
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2020,4.022395798
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2020,5.228590267
KEPULAUAN SANGIHE,7103,SULAWESI UTARA,125.5413106,3.5507022,2020,3.930255345
KEPULAUAN TALAUD,7104,SULAWESI UTARA,126.7818266,4.2260339,2020,3.206814756
MINAHASA SELATAN,7105,SULAWESI UTARA,124.5210361,1.0846186,2020,3.316775417
MINAHASA UTARA,7106,SULAWESI UTARA,125.0080145,1.5497039,2020,5.797850449
BOLAANG MONGONDOW UTARA,7108,SULAWESI UTARA,123.4734315,0.7666283,2020,3.992629306
KEP. SIAU TAGULANDANG BIARO,7109,SULAWESI UTARA,125.3970157,2.5398258,2020,5.922668084
MINAHASA TENGGARA,7107,SULAWESI UTARA,124.7217804,1.0103231,2020,3.116254221
BOLAANG MONGONDOW SELATAN,7111,SULAWESI UTARA,123.9327075,0.4441505,2020,2.685384414
BOLAANG MONGONDOW TIMUR,7110,SULAWESI UTARA,124.5103363,0.7187862,2020,3.480127276
KOTA MANADO,7171,SULAWESI UTARA,124.8485534,1.5247115,2020,9.932025669
KOTA BITUNG,7172,SULAWESI UTARA,125.161431,1.4847881,2020,4.98137191
KOTA TOMOHON,7173,SULAWESI UTARA,124.8149003,1.3243122,2020,5.533777133
KOTA KOTAMOBAGU,7174,SULAWESI UTARA,124.3136739,0.7319992,2020,10.47721675
BOLAANG MONGONDOW,7101,SULAWESI UTARA,124.0385251,0.7093382,2021,4.022395798
MINAHASA,7102,SULAWESI UTARA,124.8541664,1.2546828,2021,5.228590267
